Generated using PyEER 0.5.5
Experiment ID,GMean,GSTD,IMean,ISTD,Sensitivity index (d'),AUC,J-Index,J-Index_TH,MCC,MCC_TH,EERlow,EERhigh,EER,ZeroFMR,FMR1000,FMR100,FMR20,FMR10,ZeroFNMR,EER_TH,ZeroFMR_TH,FMR1000_TH,FMR100_TH,FMR20_TH,FMR10_TH,ZeroFNMR_TH
efficientnet_b0_female,0.8882117,0.09234676,0.55311143,0.119838275,3.132384798295772,0.9824847291800445,0.8678904408304687,0.7399664521217346,0.78752652798156,0.8361638784408569,0.06630526338524007,0.0663075780089153,0.06630642069707768,0.9936849925705795,0.5311106983655275,0.22576151560178306,0.08534546805349183,0.04689821693907875,0.6157750372562147,0.7378433346748352,1.0535695552825928,0.9112783670425415,0.8234651684761047,0.7537155747413635,0.7110172510147095,0.5150851011276245
efficientnet_b0_all,0.8826249,0.093055286,0.5169144,0.122990265,3.353456725918484,0.9878520501761733,0.8891756499532614,0.7136752009391785,0.8098088729073882,0.8136091232299805,0.055579417575809635,0.055621061191299045,0.05560023938355434,0.9845803625118117,0.450777424619878,0.19242333132892364,0.061549695043381154,0.0286487415170518,0.6648734498881886,0.7174176573753357,1.026149868965149,0.8835113048553467,0.8019053339958191,0.7236347794532776,0.6785387396812439,0.4616475999355316
xception_male,0.89896166,0.07722807,0.59783864,0.107988745,3.207637143780629,0.9858227627579715,0.8783525229585366,0.7725480794906616,0.7929640474816025,0.8468681573867798,0.06114710064781166,0.061223392818748654,0.06118524673328016,0.9403539263706747,0.4962079317427714,0.2206509717174909,0.07276030968557434,0.03531363564544162,0.5414133812865268,0.7661176919937134,0.9990870356559753,0.9091492891311646,0.8413342237472534,0.7767770886421204,0.7387621402740479,0.5854240655899048
xception_female,0.9060163,0.07526611,0.5843046,0.112248495,3.366475581007819,0.9883686138810733,0.8900204554967587,0.7758554220199585,0.8173277853711053,0.8501604795455933,0.055441567136778905,0.05544205052005943,0.05544180882841917,0.9204123328380386,0.4276560178306092,0.17672734026745915,0.06027117384843982,0.030182020802377415,0.6335014362540766,0.7678463459014893,0.9952211380004883,0.9036000967025757,0.8405166864395142,0.7733443975448608,0.7332044243812561,0.5430850982666016
xception_all,0.9026509,0.07627836,0.5608037,0.11560026,3.4906172851800594,0.99136967476111,0.9056627884136026,0.7597684860229492,0.8366419681660487,0.8398181796073914,0.047332703375998625,0.047347021752388696,0.04733986256419366,0.9231165707413452,0.36496005497809464,0.1535091486985654,0.04527102482604587,0.019500042951636456,0.5560530595649522,0.7571121454238892,0.9950960874557495,0.8855952024459839,0.8236112594604492,0.7543728351593018,0.713142991065979,0.5430850982666016
inception_v3_male,0.8781788,0.08829851,0.57150704,0.10632537,3.1379976552008384,0.9830567061864429,0.8645365090291842,0.7344411611557007,0.7924987108589862,0.8232170343399048,0.06857323431821773,0.0686216063016751,0.06859742030994642,0.8563754147574656,0.47037446674040134,0.22357402433243798,0.08863959551271923,0.04771685890346026,0.6368816090381345,0.730170488357544,0.9731475114822388,0.8835815191268921,0.8134900331497192,0.7468771934509277,0.7092388868331909,0.533396303653717
inception_v3_female,0.88753694,0.085857585,0.5823162,0.112003475,3.058613828922829,0.9803289242406582,0.8548564318762688,0.7498180866241455,0.7717120574459467,0.8458704948425293,0.07308157491198894,0.07308692421991085,0.07308424956594989,0.9804977711738484,0.4847696879643388,0.25055720653789004,0.10076151560178306,0.05423476968796434,0.6806980410790263,0.746135413646698,1.0064728260040283,0.9006642699241638,0.8356664776802063,0.7662637233734131,0.7280598282814026,0.5255436301231384
inception_v3_all,0.8824396,0.087742835,0.552748,0.109961644,3.3143313712752787,0.9869606826753531,0.8820876949822237,0.7344341278076172,0.8186718820364082,0.8170791268348694,0.05935911770685098,0.05935916158405635,0.05935913964545367,0.9899493170689804,0.3959281848638433,0.18129885748647023,0.06829310196718495,0.03552100335022764,0.5895253100223623,0.7263418436050415,1.0141971111297607,0.8713265657424927,0.8015990257263184,0.7349794507026672,0.6974178552627563,0.5255436301231384
efficientnet_b4_male,0.88749325,0.08777282,0.56391436,0.111909755,3.217512254182307,0.9855185587961485,0.8797705082269988,0.7434264421463013,0.7982255117546163,0.8269070386886597,0.06051508927160689,0.060524618361642656,0.06051985381662477,0.9901248222468004,0.4483330699952599,0.21290883235898247,0.07220729973139517,0.03586664559962079,0.7101991751529485,0.7388062477111816,1.032199740409851,0.887289822101593,0.8180445432662964,0.7487561106681824,0.7098353505134583,0.5011153817176819
efficientnet_b4_female,0.8887771,0.08724678,0.5453454,0.12862305,3.1249551263289104,0.9838808168137664,0.8684929971441796,0.7397222518920898,0.7833255996353176,0.8337119817733765,0.06602449191162178,0.06602897473997028,0.06602673332579603,0.9908060921248143,0.5406760772659732,0.22919762258543833,0.08339524517087667,0.04030460624071323,0.5420671259800004,0.738167941570282,1.0270886421203613,0.9117133021354675,0.8309834003448486,0.7536191940307617,0.712418794631958,0.5305231809616089
efficientnet_b4_all,0.88751435,0.08853247,0.5199089,0.124827296,3.3970728756921864,0.9897031595071845,0.8987800790030694,0.7241629362106323,0.8308630555350828,0.8139488101005554,0.05072423256759504,0.0507258826561292,0.05072505761186212,0.917790567820634,0.398720041233571,0.1601666523494545,0.05137015720298943,0.024997852418177133,0.5572753608457004,0.7236001491546631,0.9929398894309998,0.8774047493934631,0.79840087890625,0.7244308590888977,0.6823802590370178,0.5011153817176819
mobilenetv2_100_male,0.8813658,0.08837604,0.59057,0.10556118,2.987160577919479,0.9790301678436408,0.8476465860723172,0.7486932277679443,0.7609876163021098,0.8276466727256775,0.07702155939094232,0.07702638647495655,0.07702397293294944,0.9974719544951809,0.5424237636277452,0.2698688576394375,0.10831094959709275,0.05767103807868541,0.8322794706905651,0.7406725287437439,1.0486623048782349,0.9043064117431641,0.8298546075820923,0.7631261348724365,0.7259402275085449,0.48816052079200745
mobilenetv2_100_female,0.8820942,0.09130473,0.57391655,0.11292945,3.00110939703823,0.9776269405712628,0.8507184664094591,0.7463628053665161,0.768243867418269,0.8321908712387085,0.07559231982030626,0.07559435364041604,0.07559333673036114,0.9542161961367014,0.5026002971768202,0.25213595839524516,0.10280460624071322,0.05822808320950966,0.8417474784561888,0.7392208576202393,1.0022802352905273,0.8964669704437256,0.8304835557937622,0.761549711227417,0.7220600843429565,0.45683181285858154
