,Experiment ID,GMean,GSTD,IMean,ISTD,Sensitivity index (d'),AUC,J-Index,J-Index_TH,MCC,MCC_TH,EERlow,EERhigh,EER,ZeroFMR,FMR1000,FMR100,FMR20,FMR10,ZeroFNMR,EER_TH,ZeroFMR_TH,FMR1000_TH,FMR100_TH,FMR20_TH,FMR10_TH,ZeroFNMR_TH,Spectrum,Gender
8,inception_v3,0.932355,0.065174334,0.57120025,0.13319238,3.444422429757289,0.99330915884419,0.9220833897684158,0.7945590615272522,0.8991766890094475,0.8281435966491699,0.0393305351078863,0.0393314859715968,0.0393310105397415,0.9817370973328716,0.4125303082784898,0.1408382403879459,0.0293297540699688,0.0109542777970211,0.4938600746662167,0.7970815300941467,1.037264108657837,0.9303988218307496,0.8616800904273987,0.7842882871627808,0.7434053421020508,0.5745620727539062,NIR,all
9,efficientnet_b4,0.9412247,0.061908726,0.57465684,0.13648155,3.4591183056336017,0.9949840539440366,0.928288867322415,0.8034193515777588,0.9093829445607324,0.8449974060058594,0.0363367547126894,0.0363392032251742,0.0363379789689318,0.8966516419832582,0.3607183851731571,0.1146308687253282,0.0231809401159047,0.0059212183991713,0.2874598390719627,0.8098018169403076,1.009408712387085,0.9279916882514954,0.864396333694458,0.7930009365081787,0.7478481531143188,0.6600722074508667,NIR,male
10,efficientnet_b4,0.93415755,0.0638413,0.5596791,0.1479991,3.285692546249409,0.991128846083606,0.9122311418615416,0.8051719665527344,0.8894711928584005,0.8420006632804871,0.0442086597066456,0.0442123624653367,0.0442105110859912,0.9798282493961892,0.6144109491009929,0.2001967975668664,0.0381071652205027,0.0142678235978173,0.3522248188554719,0.8110738396644592,1.0399543046951294,0.9588688611984252,0.8854981660842896,0.804161548614502,0.7594940662384033,0.6183446645736694,NIR,female
11,efficientnet_b4,0.93996716,0.062617935,0.5579086,0.14141576,3.493571081568636,0.9944316520936608,0.9314293858910104,0.802222728729248,0.9102993862022756,0.8378505706787109,0.0346033945271908,0.034610111577482,0.0346067530523364,0.9740387945964668,0.5240561136127468,0.1225839972289574,0.0214236231382057,0.0066851402840318,0.4078926831326063,0.8063613176345825,1.0399556159973145,0.9517601728439332,0.8664566278457642,0.7868528366088867,0.744941234588623,0.5907442569732666,NIR,all
12,mobilenetv2_100,0.9382955,0.069135696,0.5977555,0.13889381,3.1040872976349907,0.9844075527759776,0.8826826530871994,0.81050705909729,0.8504595090314695,0.8514748811721802,0.0593381673619082,0.0593422137556509,0.0593401905587795,0.9998180240208292,0.8915143201097455,0.3143984993980794,0.0719784988381533,0.0284022509028808,0.4805379431918342,0.8150390386581421,1.1381564140319824,1.011204719543457,0.9162611961364746,0.8261552453041077,0.7797611951828003,0.604714572429657,NIR,male
13,mobilenetv2_100,0.93109447,0.069155045,0.5500225,0.16587858,2.9987024628600185,0.9883285417226716,0.8958661131914953,0.796973705291748,0.8641180607662137,0.8350889682769775,0.0527998926558726,0.0528108228717719,0.0528053577638223,0.9857545397620538,0.6271133375078272,0.2649834511136953,0.0568700241524286,0.018539225333214,0.4575528754124928,0.8067683577537537,1.061516523361206,0.9602471590042114,0.8929344415664673,0.8102942705154419,0.7606577277183533,0.5804691314697266,NIR,female
14,mobilenetv2_100,0.9390837,0.06780612,0.56124055,0.15298533,3.1932329631603977,0.9873958904510614,0.9025602122298578,0.7977505922317505,0.865013125319908,0.8393949866294861,0.0495930031174229,0.0495939760815,0.0495934895994615,0.9998268098372012,0.8540786283339107,0.302086941461725,0.0490041565639071,0.0164703844821614,0.4944696378477568,0.8114416599273682,1.1381564140319824,1.0030393600463867,0.914369821548462,0.8108255863189697,0.759239673614502,0.5622167587280273,NIR,all
15,densenet121,0.9546191,0.055046007,0.60848063,0.15846561,2.9180446548346386,0.98567409812149,0.8932113591582238,0.8403732776641846,0.8516291634982912,0.8776203393936157,0.0551093230218077,0.0551107253842492,0.0551100242030285,0.9999300092387804,0.9367143537053108,0.3283266608807637,0.0639855539068842,0.0180156219379041,0.4042428421142418,0.8542767763137817,1.1070172786712646,1.0229713916778564,0.9399285316467284,0.8605066537857056,0.8097153902053833,0.6561087369918823,NIR,male
16,densenet121,0.9435626,0.05955224,0.58324444,0.14246921,3.299986124160215,0.9916740643665596,0.9218196023907492,0.8101927042007446,0.8940351878282728,0.8485706448554993,0.040298774487879,0.0403274106608105,0.0403130925743448,0.9991278289650236,0.8240003578137579,0.2028580373915377,0.028580373915377,0.0059933804454781,0.2702958204643406,0.8248035311698914,1.0987930297851562,0.9981991052627563,0.8958683013916016,0.8125289678573608,0.7672609090805054,0.6749330759048462,NIR,female
17,densenet121,0.95234245,0.056362577,0.57149243,0.15617761,3.2438807632781086,0.9889915821219272,0.9162999261803916,0.8276650905609131,0.8757240832648238,0.8590508699417114,0.0437738136473848,0.0437746514521946,0.0437742325497897,0.9998960859023208,0.9156130931763076,0.2925441634915137,0.034161759612054,0.0080187045375822,0.3706228512370547,0.8405218124389648,1.1154193878173828,1.0173516273498535,0.9303803443908693,0.8302333950996399,0.7760732769966125,0.6266827583312988,NIR,all
18,vit_base_patch16_224,0.89464504,0.061526034,0.5661994,0.100937895,3.929338720679208,0.996422181080491,0.9447840778310032,0.7551787495613098,0.9341793931234068,0.780481219291687,0.0277998919564413,0.0278003303563929,0.0278001111564171,0.7152775833589966,0.3841792883339399,0.0675830790335675,0.0146000727903916,0.0040454659984882,0.2625671718176907,0.7538604736328125,0.9342864751815796,0.8858281373977661,0.7908716201782227,0.7297806739807129,0.6944426894187927,0.6302374601364136,NIR,male
19,vit_base_patch16_224,0.87266445,0.06985771,0.5571691,0.12509552,3.114040257374757,0.9859545925998084,0.8729461816002602,0.7402262687683105,0.8347958784920609,0.7946153879165649,0.0653001068664639,0.0653010108238661,0.065300558845165,0.7355979962429555,0.4685794793809822,0.2491278289650237,0.0930539404240093,0.0304365327846855,0.4172078494004909,0.7564538717269897,0.9206883311271667,0.8750346899032593,0.8288090825080872,0.7717788219451904,0.7277027368545532,0.5831648707389832,NIR,female
20,vit_base_patch16_224,0.8888536,0.064176045,0.536723,0.115773,3.762075506968536,0.9963588564976578,0.9420198620634652,0.746424674987793,0.9295070830013992,0.7798657417297363,0.0290613093176307,0.0290649849191115,0.0290631471183711,0.7440595774160028,0.3657689643228264,0.0730949082092137,0.0145133356425355,0.0041912019397298,0.3635190145746768,0.7453754544258118,0.9342864751815796,0.8760038614273071,0.7850518226623535,0.7205258011817932,0.6819655895233154,0.5831648707389832,NIR,all
21,inception_resnet_v2,0.96655613,0.04948603,0.6482438,0.13497348,3.1313587977145976,0.9910434493881634,0.9132609704071564,0.859221339225769,0.8871876981377363,0.8950231075286865,0.0439262017413701,0.0439353444599243,0.0439307731006472,0.9997620314118536,0.6880231809401159,0.1786724152411881,0.0369831182283938,0.012500349953806,0.449237297773734,0.8687113523483276,1.121095061302185,0.9926214814186096,0.927764356136322,0.861892819404602,0.8213280439376831,0.6636283993721008,NIR,male
22,inception_resnet_v2,0.96050096,0.051733658,0.6907606,0.13498154,2.6389143154754016,0.972885456830452,0.8588634134725519,0.8720724582672119,0.8199234712536354,0.8973797559738159,0.0707129439126934,0.0707197632496799,0.0707163535811867,0.9960864120225422,0.9595670453528938,0.6974908310224528,0.106650863225691,0.0474550496466589,0.4423390837668667,0.8760693073272705,1.0813908576965332,1.0359044075012207,0.9896475076675416,0.895319402217865,0.8574271202087402,0.7212046384811401,NIR,female
23,inception_resnet_v2,0.96713805,0.04807304,0.63908297,0.13513014,3.2346869978205754,0.9915793775728708,0.9212795442724664,0.8668510913848877,0.8995805695504131,0.8948627710342407,0.0394873571181156,0.0394950538904473,0.0394912055042815,0.9998614478697608,0.7499307239348805,0.1748268098372012,0.0304554901281607,0.0116470384482161,0.4738415135727996,0.8694509267807007,1.1198890209197998,0.9985179901123048,0.9285899996757508,0.8588864207267761,0.8232489824295044,0.6410983204841614,NIR,all
24,resnet50,0.9536241,0.06273449,0.67390555,0.120884135,2.9045633328928893,0.9792154126998958,0.8875240469338483,0.8567753434181213,0.853332575304831,0.8840903639793396,0.0565385369131274,0.056545165050752,0.0565418509819397,0.9995100646714634,0.809653125787396,0.2914975223270528,0.0659592933732747,0.0303479940647834,0.8334743112223139,0.860007643699646,1.1037256717681885,1.0008111000061035,0.9346516132354736,0.8667929768562317,0.8262165784835815,0.5554397106170654,NIR,male
25,resnet50,0.93527615,0.06624272,0.6275442,0.13665797,2.865662011714678,0.9794050148071112,0.8488874532978496,0.8145599365234375,0.8117901798032047,0.8634412288665771,0.0765915469801416,0.0765945075588156,0.0765930272694786,0.997607120493783,0.7809061633419805,0.3580597548975758,0.1199794257089185,0.0518606315412827,0.4722029758199946,0.8270707130432129,1.0956424474716189,0.9889540672302246,0.920391082763672,0.8514549136161804,0.810214638710022,0.6352969408035278,NIR,female
26,resnet50,0.94850206,0.06296533,0.6078874,0.13780442,3.1793813969678526,0.9865853762699206,0.8958847615867601,0.8311711549758911,0.8674887667176049,0.8712061643600464,0.0522937714876294,0.0522947696570834,0.0522942705723564,0.9895479736750952,0.6454883962590925,0.2322566678212677,0.0547280914444059,0.0251645306546588,0.6207673324755858,0.8386779427528381,1.053523302078247,0.9774830341339112,0.915197730064392,0.8413078784942627,0.7957411408424377,0.5554397106170654,NIR,all
