,Model,AUC
0,efficientnet_b0,0.9684568643569946
1,xception,0.9550983905792236
2,inception_v3,0.9813617467880249
3,efficientnet_b4,0.9792070984840393
4,mobilenetv2_100,0.9711593389511108
5,densenet121,0.9674807786941528
6,vit_base_patch16_224,0.9802923202514648
7,inception_resnet_v2,0.9719895124435425
8,resnet50,0.8985613584518433
