Generated using PyEER 0.5.5
Experiment ID,GMean,GSTD,IMean,ISTD,Sensitivity index (d'),AUC,J-Index,J-Index_TH,MCC,MCC_TH,EERlow,EERhigh,EER,ZeroFMR,FMR1000,FMR100,FMR20,FMR10,ZeroFNMR,EER_TH,ZeroFMR_TH,FMR1000_TH,FMR100_TH,FMR20_TH,FMR10_TH,ZeroFNMR_TH
xception_male,0.90839136,0.10451897,0.6030224,0.1353163,2.5257505058478493,0.9514871232960826,0.7903021915157482,0.7993011474609375,0.6059510025908396,0.900174617767334,0.10925788006919085,0.10925811845463346,0.10925799926191215,1.0,0.96801020857168,0.4553374988999384,0.1716976150664437,0.11612250286016017,0.9758928142417835,0.7719871997833252,1.2180240154266357,1.0266635417938232,0.9293304681777954,0.8307299613952637,0.7791890501976013,0.34931641817092896
xception_female,0.89895415,0.11814971,0.646594,0.13709205,1.9719975638265788,0.9136479795498812,0.706321370629833,0.8162859678268433,0.5638667721891882,0.9115829467773438,0.15260679558168858,0.1526076729661773,0.15260723427393294,1.0,0.9811825776624219,0.573039175926677,0.2795847189553086,0.19462243490956282,0.9858489988615544,0.788543701171875,1.322904109954834,1.0461868047714233,0.9481991529464722,0.8668013215065002,0.8215059041976929,0.34501954913139343
xception_all,0.90812606,0.12029141,0.5978683,0.14114296,2.365990172338194,0.9393260424243213,0.7681616498698866,0.8166414499282837,0.6008070221244579,0.9206392168998718,0.1297870422956718,0.1297876698299993,0.12978735606283556,1.0,0.9538130675223595,0.38697344166040826,0.184952550010241,0.14313511299242165,0.9695943533220653,0.760982871055603,1.322904109954834,1.024949550628662,0.9258605241775513,0.8336777091026306,0.7826225757598877,0.34501954913139343
efficientnet_b4_male,0.8942401,0.1391892,0.57887495,0.15222505,2.1622146667178104,0.9289190372052485,0.7564541710266007,0.7902377843856812,0.5818442216150569,0.9039827585220337,0.1257147318854507,0.12571504004224238,0.12571488596384656,1.0,0.9567895802164921,0.47157440816685736,0.21239989439408608,0.14547214644020065,0.996740161925812,0.7577205896377563,1.2656819820404053,1.035590648651123,0.9287388920783997,0.8313154578208923,0.7780711650848389,0.15919670462608337
efficientnet_b4_female,0.8803656,0.15024336,0.55139136,0.15955824,2.122814420053841,0.9233594433486109,0.7604978869564778,0.7745907306671143,0.6330789048474401,0.8854951858520508,0.12794863529344558,0.12795036093762674,0.12794949811553616,0.9999594452104793,0.9159299213237083,0.4434666234082245,0.20889772082082894,0.14328007137642956,0.9999183909968947,0.7379671335220337,1.324187159538269,1.0128976106643677,0.909789502620697,0.8155966997146606,0.760797917842865,-0.0840071439743042
efficientnet_b4_all,0.88890976,0.16079885,0.5434824,0.15947412,2.1570623488261327,0.9213496702071616,0.7761385105938741,0.7952713370323181,0.615160629063145,0.9113701581954956,0.13026485381688085,0.13026558339591726,0.13026521860639906,1.0,0.9119273571379805,0.36403359049634737,0.17607701235747936,0.1398579913975558,0.9999472876969485,0.7280154228210449,1.3195421695709229,1.0165274143218994,0.9098016023635864,0.8100438117980957,0.7532908916473389,-0.0840071439743042
resnet50_male,0.91793215,0.09381533,0.6378705,0.12998469,2.4707261492654795,0.9529869387868066,0.7945365638150155,0.8115264177322388,0.5849194384437826,0.9105846881866455,0.10340579072428056,0.1034229050547761,0.10341434788952833,1.0,0.9860072164041186,0.4872392853999824,0.18344627299128752,0.10661797060635396,0.9897324860657313,0.8021512031555176,1.3471126556396484,1.0481023788452148,0.9394311904907227,0.851001501083374,0.8045459985733032,0.3412041664123535
resnet50_female,0.9056977,0.10803447,0.62601763,0.1319394,2.3194414944722315,0.9411701031845098,0.7694741281619564,0.8172692656517029,0.6329673599790976,0.8968069553375244,0.11866331413739963,0.11866765141530414,0.11866548277635189,1.0,0.9244058723335226,0.4587557790575067,0.20001622191580826,0.1316408467840052,0.9838781414365633,0.7852872014045715,1.2164376974105835,1.0137267112731934,0.9244179725646973,0.8437039852142334,0.7981564998626709,0.3516853451728821
resnet50_all,0.91972566,0.105254225,0.61469954,0.134882,2.521324470973663,0.951981936111573,0.8085739758836609,0.823057234287262,0.6230217997602717,0.9171397686004639,0.1024783232061173,0.10251182626024914,0.10249507473318323,1.0,0.9652147197378302,0.35474841264422746,0.14450058032361576,0.10353656038779273,0.9671355794442423,0.786361813545227,1.3073616027832031,1.0310823917388916,0.9222711324691772,0.8354957103729248,0.7882676124572754,0.36762821674346924
inception_v3_male,0.84543604,0.12976053,0.5786372,0.11415009,2.1832104345355203,0.9230335478332243,0.7002150696020373,0.7387383580207825,0.6322197912374778,0.8821206092834473,0.15726353786277147,0.15726480682918242,0.15726417234597695,0.9967878201179265,0.6405878729208836,0.40653876617090556,0.2600545630555311,0.20131127343131217,0.9962131222371708,0.6961691379547119,1.0330214500427246,0.9227356910705566,0.8514103889465332,0.7737358212471008,0.7299560308456421,0.30550140142440796
inception_v3_female,0.8298029,0.13323003,0.58539766,0.11428712,1.9690965448861977,0.9039928301582583,0.6440930933749617,0.7311134338378906,0.5949164982767988,0.8685342073440552,0.18213155973720496,0.18215537538101204,0.18214346755910849,1.0,0.7418687647011112,0.48560304972017193,0.3287371238543272,0.25618460540189797,0.9941221115513463,0.6899338960647583,1.0914901494979858,0.9370073676109314,0.8609133958816528,0.7835636138916016,0.7381458878517151,0.32619547843933105
inception_v3_all,0.8637041,0.12699914,0.57528085,0.11673955,2.3645656657249803,0.9343578916959279,0.7489093406370734,0.7525421380996704,0.6577989271585271,0.882948100566864,0.13702393138558538,0.13702464668532804,0.13702428903545671,0.9996927698504813,0.6050385744521062,0.3354611865911108,0.20557110671127193,0.15890626066771352,0.9950399423225381,0.7068631649017334,1.0558803081512451,0.9289615154266357,0.8538176417350769,0.7757788300514221,0.7306200265884399,0.30550140142440796
mobilenetv2_100_male,0.90141314,0.095234886,0.5654867,0.13007402,2.946896667210256,0.9759305242023789,0.8500397214104456,0.7528448700904846,0.7111174345962266,0.8781726360321045,0.07520021121182786,0.07524354939458006,0.07522188030320395,0.999911995071724,0.6316113702367333,0.2798116694534894,0.10807005192290768,0.056983191058699284,0.9976110537190083,0.7547743320465088,1.1305720806121826,0.9474583864212036,0.8624390363693237,0.7805377244949341,0.7348938584327698,0.22093045711517334
mobilenetv2_100_female,0.88199276,0.11689476,0.55395055,0.13776843,2.567671993045118,0.9551471085700344,0.7993814824265089,0.7456095218658447,0.6880147699026095,0.8668233156204224,0.10154812278890607,0.10154919295968853,0.1015486578742973,0.9999594452104793,0.7346905669559575,0.3568010382026117,0.16444967150620488,0.10309027496147295,0.9767985604171853,0.7336313128471375,1.2557783126831055,0.9607194662094116,0.8698698282241821,0.7840262651443481,0.7348469495773315,0.2875661253929138
mobilenetv2_100_all,0.9076633,0.10562413,0.5401553,0.13701256,3.0042524690659786,0.9727180674869015,0.8638280052935352,0.7604608535766602,0.7317226268512154,0.883965253829956,0.06899023690858196,0.06899275290852885,0.06899149490855541,0.9999658633167201,0.5658837987301154,0.2152317880794702,0.08677544889738513,0.05366286611592817,0.9935163867246616,0.747575581073761,1.1696068048477173,0.9458662271499634,0.8562588691711426,0.7693202495574951,0.7197537422180176,0.22093045711517334
xception_male,0.9063833,0.094128825,0.54185605,0.13554196,3.123966191396503,0.9807277122754071,0.8769913324448495,0.7554787993431091,0.732389527216941,0.8681005835533142,0.0617342158370171,0.061735457185602395,0.061734836511309746,0.9990759482531022,0.6203027369532694,0.24606177945964974,0.07559623338906979,0.03639003784211916,0.9936064530078801,0.7533895373344421,1.0946860313415527,0.950334370136261,0.8552188873291016,0.7671669125556946,0.7196505069732666,0.23270893096923828
xception_female,0.9071587,0.10453416,0.6060331,0.1488701,2.34108009403598,0.9463878610802516,0.772764876179028,0.7869799137115479,0.6026480705656792,0.9013749361038208,0.11379559392992235,0.11379673939492255,0.11379616666242245,0.9998377808419174,0.9590802173736719,0.5158163679130505,0.21550815151269365,0.1281125800957093,0.9528238755299485,0.7876660823822021,1.2060246467590332,1.0321946144104004,0.9349586963653564,0.8466672897338867,0.797690212726593,0.35703402757644653
