,Model,AUC
0,efficientnet_b0,0.9879831671714783
1,xception,0.995158314704895
2,inception_v3,0.9893378615379333
3,efficientnet_b4,0.9844575524330139
4,mobilenetv2_100,0.9837436676025391
5,densenet121,0.9901137351989746
6,vit_base_patch16_224,0.9691396951675415
7,inception_resnet_v2,0.9943990707397461
8,resnet50,0.9715462923049927
